Case_ID,Activity,Timestamp,Transaction_ID,Amount,Account_Type
CASE-7640,View Statement,2023-02-24 08:12:28,24355,1185.68,Credit
CASE-8961,Transfer Funds,2023-08-31 06:50:25,49610,571.39,Credit
CASE-2970,View Statement,2023-11-13 05:01:41,51612,778.09,Checking
CASE-3460,Logout,2023-04-28 03:58:25,27923,1006.06,Credit
CASE-1255,Check Balance,2023-08-11 17:29:41,23925,1395.37,Savings
CASE-1180,Transfer Funds,2023-04-16 19:41:17,29451,1875.32,Checking
CASE-9001,Logout,2023-10-12 15:29:06,42554,3896.53,Checking
CASE-1969,Pay Bill,2023-06-14 14:46:41,16971,1167.77,Checking
CASE-7998,Check Balance,2023-07-03 22:24:54,40205,3544.88,Savings
CASE-3719,Transfer Funds,2023-09-28 00:48:43,17756,274.95,Credit
CASE-5815,Transfer Funds,2023-12-13 13:44:40,49704,471.68,Checking
CASE-1366,Check Balance,2023-05-18 09:24:44,51187,2725.35,Savings
CASE-9826,Apply Loan,2023-07-31 05:18:55,90549,85.35,Credit
CASE-7582,Transfer Funds,2023-04-13 12:19:46,24846,285.58,Credit
CASE-9393,Logout,2023-11-09 00:02:22,23826,2296.32,Checking
CASE-5939,Transfer Funds,2023-10-08 07:03:33,39255,1205.37,Savings
CASE-6877,Pay Bill,2023-06-18 04:31:53,52258,2341.81,Checking
CASE-2578,Transfer Funds,2023-01-20 14:27:15,42592,2706.41,Checking
CASE-7431,Pay Bill,2023-09-08 01:51:06,90586,1622.26,Credit
CASE-5090,Login,2023-10-18 12:55:02,54616,3155.29,Credit
CASE-3839,Pay Bill,2023-10-02 19:45:05,97878,1807.39,Credit
CASE-9665,Logout,2023-06-03 10:11:52,47163,4850.58,Savings
CASE-8977,Pay Bill,2023-04-10 20:44:19,27114,4176.8,Credit
CASE-1481,Apply Loan,2023-03-28 04:02:48,32150,411.82,Savings
CASE-3746,Transfer Funds,2023-11-12 07:50:32,36362,3369.04,Credit
CASE-9923,Pay Bill,2023-08-12 20:35:12,44667,2861.72,Savings
CASE-5474,Check Balance,2023-07-31 14:49:01,18760,2287.13,Credit
CASE-5102,Check Balance,2023-04-28 00:33:51,81399,708.0,Checking
CASE-6143,Pay Bill,2023-06-01 23:44:38,40081,651.06,Checking
CASE-1388,Logout,2023-05-31 07:58:16,59551,116.45,Credit
CASE-1716,Check Balance,2023-03-23 23:28:15,37119,4059.65,Checking
CASE-9038,Apply Loan,2023-03-17 08:14:29,87396,2440.87,Savings
CASE-2233,Transfer Funds,2023-01-24 09:37:59,61381,1451.84,Savings
CASE-8362,Login,2023-12-07 04:02:06,94417,4625.73,Checking
CASE-2392,Apply Loan,2023-09-26 05:02:37,66902,2904.23,Credit
CASE-4664,Logout,2023-06-15 20:54:30,46134,704.65,Checking
CASE-8866,View Statement,2023-01-08 21:13:25,94012,1889.11,Savings
CASE-3969,Apply Loan,2023-10-14 08:20:26,24599,232.96,Checking
CASE-9128,Login,2023-04-27 12:16:57,15295,3854.32,Savings
CASE-2684,Check Balance,2023-05-05 11:12:59,23630,646.05,Savings
CASE-5687,Check Balance,2023-02-22 06:22:09,12626,4450.29,Savings
CASE-1560,View Statement,2023-03-10 05:04:17,95048,982.57,Credit
CASE-6906,Logout,2023-03-31 03:49:08,93898,3909.52,Credit
CASE-4265,Pay Bill,2023-09-28 16:12:12,21608,2267.5,Credit
CASE-3447,View Statement,2023-02-01 16:51:48,79287,2229.66,Credit
CASE-3948,Pay Bill,2023-07-13 10:26:51,77547,3258.4,Checking
CASE-3243,Transfer Funds,2023-06-24 20:38:54,17752,3492.86,Checking
CASE-4813,Transfer Funds,2023-09-26 15:52:53,86120,1021.31,Credit
CASE-1283,Transfer Funds,2023-11-06 21:30:42,43939,2508.74,Checking
CASE-6100,Login,2023-03-16 02:27:50,15754,1593.73,Checking
CASE-6215,View Statement,2023-05-30 22:13:21,96006,2121.98,Checking
CASE-6566,View Statement,2023-12-02 17:56:55,80113,4878.69,Credit
CASE-7041,Check Balance,2023-09-18 09:35:49,95162,4848.25,Savings
CASE-8626,Apply Loan,2023-08-06 13:32:55,22582,2199.9,Checking
CASE-8362,Pay Bill,2023-01-03 22:46:08,97257,2106.56,Checking
CASE-9490,Transfer Funds,2023-11-18 10:30:32,96348,401.82,Credit
CASE-7023,Apply Loan,2023-06-06 08:27:42,78195,4227.77,Savings
CASE-4351,Pay Bill,2023-04-28 16:09:26,44418,3956.66,Savings
CASE-6249,Apply Loan,2023-01-12 10:30:05,23169,4634.04,Checking
CASE-9478,Transfer Funds,2023-03-16 20:46:27,28885,20.29,Credit
CASE-9638,Login,2023-07-29 12:40:03,82183,2137.09,Credit
CASE-5742,Pay Bill,2023-01-07 00:30:19,53788,1141.16,Savings
CASE-9034,Transfer Funds,2023-08-08 11:55:53,81973,2435.17,Savings
CASE-8683,View Statement,2023-11-22 01:46:58,15289,177.58,Savings
