Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-9640,Buy Stock,2023-11-12 04:15:16,60215,AAPL,N/A,3137.61
CASE-1123,Sell Stock,2023-10-13 04:22:11,68670,TSLA,N/A,3829.57
CASE-5985,Buy Stock,2023-11-16 10:40:37,64302,GOOGL,N/A,1576.01
CASE-9211,Portfolio Review,2023-03-31 05:34:50,94300,TSLA,N/A,2233.45
CASE-9623,Tax Calculation,2023-11-12 22:36:50,89289,GOOGL,N/A,864.45
CASE-6407,Portfolio Review,2023-02-20 04:43:46,72132,AAPL,N/A,4374.47
CASE-6478,Portfolio Review,2023-09-26 16:23:07,47636,GOOGL,N/A,2758.78
CASE-1530,Dividend Received,2023-10-04 00:10:20,97554,TSLA,N/A,2002.0
CASE-4101,Portfolio Review,2023-12-24 04:56:12,25589,MSFT,N/A,4808.78
CASE-8570,Consultation,2023-07-14 14:54:15,73892,AMZN,N/A,1673.68
CASE-9524,Portfolio Review,2023-05-13 15:17:30,92005,MSFT,N/A,966.76
CASE-4009,Consultation,2023-11-22 22:36:57,17841,TSLA,N/A,1629.24
CASE-3160,Sell Stock,2023-09-23 11:57:34,91522,MSFT,N/A,1165.05
CASE-5337,Consultation,2023-07-28 07:51:15,66295,GOOGL,N/A,4379.84
CASE-6166,Portfolio Review,2023-10-14 10:45:15,71789,GOOGL,N/A,3617.8
CASE-9661,Dividend Received,2023-07-04 14:12:02,91178,AMZN,N/A,3355.88
CASE-3287,Buy Stock,2023-09-16 22:11:54,56262,TSLA,N/A,145.61
CASE-1993,Tax Calculation,2023-11-09 22:55:47,92345,TSLA,N/A,1980.53
CASE-9431,Buy Stock,2023-08-09 17:42:13,83653,AMZN,N/A,2637.98
CASE-5476,Tax Calculation,2023-03-14 02:32:12,99528,GOOGL,N/A,2271.53
CASE-9166,Portfolio Review,2023-03-24 19:38:11,77789,GOOGL,N/A,165.09
CASE-7235,Buy Stock,2023-02-26 22:01:14,41932,GOOGL,N/A,1806.64
CASE-8554,Dividend Received,2023-09-28 03:35:59,14667,MSFT,N/A,1141.42
CASE-2561,Portfolio Review,2023-08-20 11:52:54,10056,TSLA,N/A,1097.84
CASE-1153,Dividend Received,2023-04-24 05:17:40,83353,MSFT,N/A,4168.0
CASE-8202,Sell Stock,2023-08-26 12:13:09,95251,AMZN,N/A,1002.72
CASE-4717,Consultation,2023-07-16 09:07:31,51009,TSLA,N/A,4673.93
CASE-9830,Portfolio Review,2023-06-10 19:22:07,69604,AAPL,N/A,1735.34
CASE-6363,Buy Stock,2023-05-23 21:25:37,71268,MSFT,N/A,2707.81
CASE-8813,Dividend Received,2023-03-16 10:25:09,46958,MSFT,N/A,1786.45
CASE-4349,Dividend Received,2023-09-28 00:42:02,84870,AAPL,N/A,3885.45
CASE-9831,Sell Stock,2023-03-14 20:04:36,41337,AAPL,N/A,1958.27
CASE-6382,Buy Stock,2023-09-12 00:59:55,99882,AAPL,N/A,2477.0
CASE-1851,Dividend Received,2023-12-06 09:07:41,50996,MSFT,N/A,3640.39
CASE-7899,Tax Calculation,2023-10-23 07:04:08,88805,GOOGL,N/A,3697.83
CASE-2524,Dividend Received,2023-04-29 10:54:23,63142,MSFT,N/A,2573.27
CASE-1976,Tax Calculation,2023-09-22 14:33:59,10408,GOOGL,N/A,366.48
CASE-9239,Sell Stock,2023-10-18 02:10:11,73897,AMZN,N/A,4391.38
CASE-6624,Dividend Received,2023-10-16 00:10:15,22637,TSLA,N/A,2450.71
CASE-4843,Buy Stock,2023-04-18 01:59:16,11880,GOOGL,N/A,2478.92
CASE-7096,Dividend Received,2023-04-04 05:00:45,47273,MSFT,N/A,1033.32
CASE-6321,Tax Calculation,2023-07-31 13:45:45,43478,TSLA,N/A,1834.9
CASE-3763,Portfolio Review,2023-07-11 13:42:49,11178,MSFT,N/A,1535.79
CASE-3916,Tax Calculation,2023-03-23 21:06:00,54306,AMZN,N/A,1382.11
CASE-7938,Tax Calculation,2023-12-16 18:05:56,70823,TSLA,N/A,552.64
CASE-5096,Portfolio Review,2023-05-03 05:39:11,26356,AAPL,N/A,3560.25
CASE-3116,Buy Stock,2023-07-28 10:57:25,40251,MSFT,N/A,643.59
CASE-6064,Sell Stock,2023-08-31 19:08:51,26672,TSLA,N/A,3020.16
CASE-2901,Tax Calculation,2023-02-07 20:32:11,19625,AMZN,N/A,410.8
CASE-8117,Buy Stock,2023-07-22 05:39:07,69076,MSFT,N/A,4705.58
CASE-9956,Consultation,2023-09-10 14:08:52,67387,GOOGL,N/A,4088.11
CASE-1144,Buy Stock,2023-10-28 22:19:33,43602,TSLA,N/A,673.1
CASE-2290,Tax Calculation,2023-01-08 21:57:09,86628,AMZN,N/A,292.14
CASE-3680,Consultation,2023-10-30 11:05:49,54143,AAPL,N/A,2280.56
CASE-2885,Dividend Received,2023-12-18 21:44:46,13518,AAPL,N/A,1250.97
CASE-6711,Tax Calculation,2023-02-17 22:43:04,14060,TSLA,N/A,4956.48
CASE-8983,Consultation,2023-11-03 09:06:16,45328,TSLA,N/A,1659.85
CASE-8733,Tax Calculation,2023-10-22 11:03:47,25198,AAPL,N/A,4432.13
CASE-4293,Tax Calculation,2023-05-06 17:20:32,40073,AAPL,N/A,1834.26
CASE-2192,Buy Stock,2023-03-14 21:12:37,47017,AAPL,N/A,880.83
CASE-3368,Tax Calculation,2023-12-19 16:51:14,82937,TSLA,N/A,2479.99
CASE-9201,Buy Stock,2023-12-10 19:10:51,34544,AMZN,N/A,4966.94
CASE-1761,Sell Stock,2023-02-03 23:30:15,76217,TSLA,N/A,1766.73
CASE-3400,Portfolio Review,2023-09-24 23:05:35,49525,TSLA,N/A,635.18
CASE-8031,Buy Stock,2023-03-20 08:13:40,90080,TSLA,N/A,344.34
CASE-8562,Consultation,2023-06-26 13:09:43,17147,AMZN,N/A,2549.72
CASE-8254,Consultation,2023-06-24 18:15:45,28377,TSLA,N/A,2503.82
CASE-3333,Sell Stock,2023-07-20 04:49:02,92603,TSLA,N/A,4902.14
CASE-9333,Sell Stock,2023-05-30 09:13:27,39914,MSFT,N/A,2094.68
CASE-7739,Consultation,2023-02-28 08:41:21,63809,GOOGL,N/A,4104.75
CASE-5147,Dividend Received,2023-03-09 12:46:36,68960,MSFT,N/A,1383.49
CASE-3803,Sell Stock,2023-04-17 01:33:00,26809,AAPL,N/A,4582.2
CASE-4760,Portfolio Review,2023-09-28 15:13:27,71047,TSLA,N/A,1063.47
CASE-1354,Sell Stock,2023-01-27 11:09:04,80323,AAPL,N/A,4181.19
CASE-8030,Consultation,2023-04-10 02:50:35,32605,GOOGL,N/A,3829.62
CASE-7235,Consultation,2023-04-24 17:18:51,62281,TSLA,N/A,2369.26
CASE-7221,Portfolio Review,2023-09-11 22:23:52,15309,GOOGL,N/A,2538.73
CASE-1888,Portfolio Review,2023-05-25 05:19:12,85389,MSFT,N/A,1783.7
CASE-6157,Tax Calculation,2023-08-08 16:49:49,49910,AMZN,N/A,1341.78
CASE-6199,Sell Stock,2023-01-08 16:42:37,20402,AMZN,N/A,3561.35
CASE-8881,Buy Stock,2023-08-30 10:46:09,39360,MSFT,N/A,3334.05
CASE-5620,Consultation,2023-01-20 02:49:12,39007,AMZN,N/A,1589.47
CASE-6589,Dividend Received,2023-05-09 22:09:04,88716,AAPL,N/A,3373.87
CASE-8695,Dividend Received,2023-04-18 15:22:42,53356,TSLA,N/A,3686.82
CASE-3565,Portfolio Review,2023-08-01 02:22:28,66931,GOOGL,N/A,4194.5
CASE-7927,Buy Stock,2023-12-27 10:14:22,48765,AMZN,N/A,4881.8
CASE-9045,Consultation,2023-05-02 07:25:07,80509,GOOGL,N/A,4554.78
