Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-1738,Dividend Received,2023-12-02 06:55:53,54293,TSLA,N/A,1726.18
CASE-2818,Portfolio Review,2023-10-27 19:45:26,47296,TSLA,N/A,3517.91
CASE-7704,Sell Stock,2023-11-23 04:43:24,22341,MSFT,N/A,54.48
CASE-6852,Tax Calculation,2023-11-19 10:30:52,88476,GOOGL,N/A,350.25
CASE-5724,Buy Stock,2023-02-20 08:45:30,69764,MSFT,N/A,2438.48
CASE-4159,Portfolio Review,2023-09-14 18:59:17,88048,MSFT,N/A,1344.2
CASE-1954,Tax Calculation,2023-01-14 19:48:49,74886,GOOGL,N/A,3810.63
CASE-5758,Buy Stock,2023-11-11 15:27:50,91271,AMZN,N/A,1330.86
CASE-9361,Consultation,2023-12-25 23:02:20,47396,AMZN,N/A,2464.38
CASE-3805,Dividend Received,2023-01-31 10:20:32,79404,MSFT,N/A,2779.31
CASE-4467,Sell Stock,2023-10-03 04:46:00,35778,AAPL,N/A,1085.76
CASE-8575,Sell Stock,2023-09-13 10:03:02,79676,MSFT,N/A,3219.49
CASE-4670,Buy Stock,2023-01-09 20:44:27,75101,AAPL,N/A,4569.55
CASE-3374,Buy Stock,2023-08-08 13:50:05,69849,AAPL,N/A,56.26
CASE-8303,Dividend Received,2023-02-16 19:42:04,20583,TSLA,N/A,3362.99
CASE-5603,Portfolio Review,2023-05-29 17:53:41,47904,TSLA,N/A,3167.8
CASE-7770,Portfolio Review,2023-02-22 18:33:48,36670,AMZN,N/A,3836.85
CASE-9733,Dividend Received,2023-09-20 15:46:13,86440,MSFT,N/A,2393.06
CASE-3536,Tax Calculation,2023-08-04 05:35:15,29417,MSFT,N/A,3584.69
CASE-6430,Portfolio Review,2023-04-08 18:30:38,70045,AMZN,N/A,4372.16
CASE-6913,Consultation,2023-12-26 07:43:31,12636,GOOGL,N/A,781.81
CASE-9424,Consultation,2023-05-05 20:28:44,71350,AAPL,N/A,1941.59
CASE-8626,Sell Stock,2023-04-25 10:00:14,17668,AMZN,N/A,4437.58
CASE-6054,Consultation,2023-08-26 16:30:13,53792,TSLA,N/A,758.52
CASE-5171,Consultation,2023-12-23 01:00:25,19316,GOOGL,N/A,3352.27
CASE-6292,Portfolio Review,2023-08-01 15:33:07,40049,AAPL,N/A,1177.77
CASE-9261,Tax Calculation,2023-11-29 10:29:15,70145,AAPL,N/A,4430.6
CASE-2231,Sell Stock,2023-11-13 14:54:20,43652,AAPL,N/A,3783.6
CASE-9087,Buy Stock,2023-07-12 07:31:29,38310,TSLA,N/A,3667.47
CASE-6978,Sell Stock,2023-06-14 09:32:26,43952,MSFT,N/A,3989.13
CASE-8557,Tax Calculation,2023-09-01 15:28:05,55753,AMZN,N/A,2302.38
CASE-7920,Dividend Received,2023-04-20 03:30:54,93317,AAPL,N/A,3472.92
CASE-4240,Dividend Received,2023-01-11 20:15:42,14876,AMZN,N/A,4969.06
CASE-7522,Buy Stock,2023-08-07 18:15:22,85385,GOOGL,N/A,2934.29
CASE-4950,Sell Stock,2023-01-29 07:08:03,27089,TSLA,N/A,3943.36
CASE-2277,Buy Stock,2023-04-21 07:40:11,84301,AMZN,N/A,1844.16
CASE-2900,Dividend Received,2023-06-05 07:24:01,62209,AMZN,N/A,4603.79
CASE-9688,Sell Stock,2023-02-16 13:08:18,11483,GOOGL,N/A,308.88
CASE-5152,Dividend Received,2023-08-09 21:17:20,79126,AAPL,N/A,170.7
CASE-8689,Portfolio Review,2023-11-22 06:53:06,21067,AAPL,N/A,1878.01
CASE-1033,Portfolio Review,2023-10-07 14:39:58,51480,TSLA,N/A,4273.48
CASE-6440,Sell Stock,2023-09-30 13:54:35,57537,AMZN,N/A,4497.16
CASE-2173,Portfolio Review,2023-02-15 18:33:47,94284,AAPL,N/A,2413.01
CASE-2959,Portfolio Review,2023-03-09 17:22:13,50725,TSLA,N/A,1040.47
CASE-1387,Buy Stock,2023-06-19 04:16:33,57401,MSFT,N/A,1602.41
CASE-3015,Dividend Received,2023-06-19 19:48:15,66598,AMZN,N/A,1063.69
CASE-5194,Tax Calculation,2023-01-21 00:13:19,64121,TSLA,N/A,1415.13
CASE-6969,Dividend Received,2023-07-06 01:00:11,76184,AMZN,N/A,2634.41
CASE-7116,Dividend Received,2023-03-16 18:10:41,30465,AAPL,N/A,3371.64
CASE-6024,Consultation,2023-04-10 13:56:50,62397,AMZN,N/A,4262.74
CASE-6614,Dividend Received,2023-02-17 17:23:11,48247,TSLA,N/A,2491.75
CASE-6478,Portfolio Review,2023-01-17 23:04:05,14563,AMZN,N/A,1854.91
CASE-9166,Sell Stock,2023-12-28 11:39:40,13633,TSLA,N/A,742.21
CASE-9177,Consultation,2023-06-25 16:32:30,89419,TSLA,N/A,2052.06
