Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-4273,Buy Stock,2023-02-13 08:50:33,44853,AAPL,N/A,3855.57
CASE-2431,Consultation,2023-08-08 09:54:11,66161,AAPL,N/A,4422.21
CASE-5287,Portfolio Review,2023-06-13 05:02:36,76144,TSLA,N/A,31.5
CASE-2555,Consultation,2023-11-10 07:27:02,89196,AMZN,N/A,401.24
CASE-5830,Tax Calculation,2023-02-18 16:34:22,74233,MSFT,N/A,2674.74
CASE-2594,Portfolio Review,2023-12-24 09:28:02,51110,MSFT,N/A,3751.41
CASE-1583,Tax Calculation,2023-09-23 00:16:21,76581,AAPL,N/A,2907.75
CASE-6258,Tax Calculation,2023-03-03 00:30:12,99092,MSFT,N/A,385.7
CASE-2009,Portfolio Review,2023-08-28 17:45:48,70086,AMZN,N/A,4600.89
CASE-6369,Sell Stock,2023-02-11 22:41:06,26913,MSFT,N/A,904.12
CASE-5920,Sell Stock,2023-03-14 03:36:48,26230,AAPL,N/A,2503.29
CASE-9714,Consultation,2023-04-09 14:27:55,90430,TSLA,N/A,4291.57
CASE-4482,Consultation,2023-04-04 17:51:41,26247,MSFT,N/A,4723.55
CASE-8981,Sell Stock,2023-04-22 23:28:55,89055,MSFT,N/A,2412.67
CASE-4456,Portfolio Review,2023-04-08 04:48:53,71869,MSFT,N/A,1546.18
CASE-9796,Sell Stock,2023-05-27 21:35:45,12271,TSLA,N/A,3153.92
CASE-2157,Dividend Received,2023-02-09 09:53:23,61076,AAPL,N/A,2835.75
CASE-4194,Buy Stock,2023-11-20 17:57:49,96493,AAPL,N/A,42.67
CASE-8132,Sell Stock,2023-01-23 17:41:39,91262,MSFT,N/A,4401.93
CASE-1774,Sell Stock,2023-08-12 18:04:17,11646,AAPL,N/A,2761.63
CASE-7881,Tax Calculation,2023-03-01 07:24:42,79363,MSFT,N/A,1035.69
CASE-2119,Consultation,2023-10-18 01:56:10,88310,AMZN,N/A,4917.73
CASE-5502,Dividend Received,2023-02-08 19:43:53,95158,GOOGL,N/A,3815.94
CASE-8985,Dividend Received,2023-12-21 00:55:33,17818,MSFT,N/A,2379.43
CASE-6113,Buy Stock,2023-12-18 14:30:05,61232,AAPL,N/A,3684.04
CASE-6445,Sell Stock,2023-08-15 14:57:33,82018,MSFT,N/A,374.7
CASE-8193,Consultation,2023-03-17 19:02:00,62618,AMZN,N/A,4496.76
CASE-4309,Sell Stock,2023-01-29 23:08:29,50395,TSLA,N/A,1402.54
CASE-9619,Sell Stock,2023-11-05 20:24:24,18888,TSLA,N/A,564.34
CASE-4246,Sell Stock,2023-07-30 18:33:30,80027,TSLA,N/A,4076.45
CASE-9003,Dividend Received,2023-05-02 17:34:53,91388,AMZN,N/A,2986.16
CASE-4010,Dividend Received,2023-11-21 21:44:26,88598,MSFT,N/A,279.03
CASE-9999,Dividend Received,2023-04-01 05:41:12,84974,TSLA,N/A,1877.48
CASE-9057,Consultation,2023-07-05 15:51:00,63896,TSLA,N/A,1030.46
CASE-6327,Tax Calculation,2023-09-13 18:40:40,13191,TSLA,N/A,3664.73
CASE-5963,Tax Calculation,2023-05-25 05:41:03,40433,MSFT,N/A,4889.51
CASE-5219,Consultation,2023-05-06 06:45:57,54487,GOOGL,N/A,462.3
CASE-1615,Consultation,2023-03-30 12:27:32,34399,TSLA,N/A,1363.95
CASE-8914,Sell Stock,2023-04-04 13:40:05,97094,TSLA,N/A,2402.07
CASE-4073,Sell Stock,2023-03-15 05:43:49,60502,MSFT,N/A,552.95
CASE-6246,Consultation,2023-10-18 20:46:27,99541,AMZN,N/A,4346.83
CASE-5660,Dividend Received,2023-02-19 20:33:05,27723,AMZN,N/A,4176.1
CASE-3247,Buy Stock,2023-04-03 21:28:49,11989,GOOGL,N/A,3449.48
CASE-3439,Portfolio Review,2023-04-21 20:15:23,53120,MSFT,N/A,4483.35
CASE-1310,Buy Stock,2023-01-24 20:46:42,66551,TSLA,N/A,3227.39
CASE-8372,Buy Stock,2023-02-16 16:56:09,53991,AMZN,N/A,1561.33
CASE-4765,Dividend Received,2023-02-01 18:47:45,90862,AMZN,N/A,2852.52
CASE-2693,Portfolio Review,2023-02-22 06:52:00,56952,AAPL,N/A,915.66
CASE-5124,Tax Calculation,2023-04-16 10:05:29,61785,TSLA,N/A,2295.7
CASE-4253,Dividend Received,2023-06-11 06:24:25,31505,AAPL,N/A,4508.81
CASE-9521,Tax Calculation,2023-07-30 20:34:33,35369,GOOGL,N/A,2567.12
CASE-6531,Sell Stock,2023-02-04 13:51:42,58878,AAPL,N/A,74.42
CASE-7027,Dividend Received,2023-04-18 22:54:27,91194,GOOGL,N/A,2868.55
CASE-1668,Consultation,2023-12-21 23:44:14,99479,TSLA,N/A,3729.88
