Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-9096,Tax Calculation,2023-01-27 17:32:00,72215,AAPL,N/A,1421.93
CASE-3628,Sell Stock,2023-01-25 20:42:37,41919,AAPL,N/A,664.49
CASE-3977,Tax Calculation,2023-06-13 14:15:43,17501,GOOGL,N/A,4120.68
CASE-1662,Sell Stock,2023-03-20 07:19:06,89496,TSLA,N/A,4815.68
CASE-5755,Dividend Received,2023-05-11 14:34:11,73499,AAPL,N/A,3213.01
CASE-8505,Buy Stock,2023-10-18 15:37:02,69992,GOOGL,N/A,4078.43
CASE-8825,Sell Stock,2023-04-20 08:52:05,13404,AMZN,N/A,3706.14
CASE-9300,Consultation,2023-08-01 11:37:01,67731,AAPL,N/A,726.76
CASE-6475,Portfolio Review,2023-04-06 03:08:16,78426,GOOGL,N/A,216.4
CASE-7991,Consultation,2023-09-03 01:40:41,16835,AMZN,N/A,423.15
CASE-1356,Consultation,2023-10-22 01:32:53,91540,TSLA,N/A,4691.5
CASE-1337,Sell Stock,2023-09-23 00:28:30,44377,AMZN,N/A,1691.06
CASE-7168,Dividend Received,2023-08-22 07:40:08,48070,MSFT,N/A,2877.02
CASE-1583,Buy Stock,2023-07-20 08:53:20,55547,GOOGL,N/A,4201.03
CASE-5823,Consultation,2023-05-16 07:40:10,27918,AAPL,N/A,189.23
CASE-6202,Sell Stock,2023-02-28 14:00:04,90207,AMZN,N/A,4960.56
CASE-7737,Dividend Received,2023-11-15 13:20:00,34062,AMZN,N/A,237.25
CASE-1777,Consultation,2023-08-29 19:41:42,22152,TSLA,N/A,888.66
CASE-6581,Consultation,2023-05-20 11:17:23,34924,GOOGL,N/A,965.43
CASE-3204,Portfolio Review,2023-03-13 07:39:16,47817,AMZN,N/A,3107.07
CASE-1974,Consultation,2023-04-28 05:58:20,89726,AMZN,N/A,2464.14
CASE-9528,Buy Stock,2023-08-17 08:42:31,28288,MSFT,N/A,4023.54
CASE-2670,Consultation,2023-04-15 21:01:16,40474,MSFT,N/A,3555.22
CASE-4125,Sell Stock,2023-07-15 03:39:52,30667,TSLA,N/A,202.73
CASE-7483,Portfolio Review,2023-02-20 00:54:38,35770,TSLA,N/A,3124.95
CASE-8451,Consultation,2023-06-17 06:20:57,73965,MSFT,N/A,4764.1
